BASE_ADVANCED_QUERY_SCHEME	27878
BASE_AI_AGENT_CONFIG	30230
BASE_AI_AGENT_SKILL	32474
BASE_AI_CALL_LOG	34270
BASE_AI_EVAL_CASE	36684
BASE_AI_EVAL_GOLDEN_SET	38452
BASE_AI_EVAL_RUN	40026
BASE_AI_GENERATED_PROJECT	41668
BASE_AI_MCP_CONFIG	44424
BASE_AI_MODEL_PROVIDER	46402
BASE_AI_MODEL_ROUTING	48738
BASE_AI_PIPELINE	50684
BASE_AI_PIPELINE_MESSAGE	53516
BASE_AI_PIPELINE_STAGE_CONFIG	55672
BASE_AI_PROMPT_TEMPLATE	57548
BASE_AI_UI_TEMPLATE	59280
BASE_API_LOG	61404
BASE_APP_DATA	65090
BASE_AUTHORIZE	67538
BASE_BILL_RULE	69636
BASE_COLUMNS_PURVIEW	72476
BASE_COMMON_FIELDS	74496
BASE_COMMON_WORDS	76744
BASE_DATA_INTERFACE	78808
BASE_DATA_INTERFACE_LOG	81840
BASE_DATA_INTERFACE_OAUTH	84218
BASE_DATA_INTERFACE_USER	86822
BASE_DATA_INTERFACE_VARIATE	88822
BASE_DB_LINK	90940
BASE_DICTIONARY_DATA	93548
BASE_DICTIONARY_TYPE	95974
BASE_FILE	98238
BASE_FOUNDER_AUTH_LOG	100346
BASE_GROUP	102370
BASE_IM_CONTENT	104386
BASE_IM_REPLY	106690
BASE_INTEGRATE	108656
BASE_INTEGRATE_NODE	111062
BASE_INTEGRATE_QUEUE	113942
BASE_INTEGRATE_TASK	116128
BASE_IR_EDIT_PATCH	118778
BASE_IR_VERSION	120888
BASE_KNOWLEDGE_EDGE	123272
BASE_KNOWLEDGE_NODE	125384
BASE_KNOWLEDGE_RULE	127370
BASE_MENU_BADGE	129368
BASE_MESSAGE	130774
BASE_MODULE	133104
BASE_MODULE_AUTHORIZE	136132
BASE_MODULE_BUTTON	138916
BASE_MODULE_COLUMN	141386
BASE_MODULE_FORM	144012
BASE_MODULE_LINK	146548
BASE_MODULE_SCHEME	148570
BASE_MSG_ACCOUNT	151036
BASE_MSG_MONITOR	154806
BASE_MSG_SEND	157376
BASE_MSG_SEND_TEMPLATE	159586
BASE_MSG_SHORT_LINK	161826
BASE_MSG_SMS_FIELD	164318
BASE_MSG_TEMPLATE	166478
BASE_MSG_TEMPLATE_PARAM	169190
BASE_MSG_WECHAT_USER	171242
BASE_NOTICE	173316
BASE_ORGANIZE	175888
BASE_ORGANIZE_ADMINISTRATOR	178384
BASE_ORGANIZE_RELATION	181170
BASE_PERMISSION_GROUP	183232
BASE_PORTAL	185358
BASE_PORTAL_DATA	187984
BASE_PORTAL_MANAGE	190142
BASE_POSITION	192266
BASE_PRINT_LOG	194566
BASE_PRINT_TEMPLATE	196524
BASE_PROVINCE	199400
BASE_PROVINCE_ATLAS	201656
BASE_ROLE	204066
BASE_SANDBOX	206336
BASE_SCHEDULE	208778
BASE_SCHEDULE_LOG	212056
BASE_SCHEDULE_USER	215508
BASE_SIGN_IMG	217596
BASE_SIGNATURE	219654
BASE_SIGNATURE_USER	221294
BASE_SOCIALS_USERS	222832
BASE_STUDIO_MENU	224888
BASE_STUDIO_MENU_BAK_20260617	227110
BASE_SYN_THIRD_INFO	228916
BASE_SYS_CONFIG	231080
BASE_SYS_LOG	233262
BASE_SYSTEM	236550
BASE_TENANT_GLOSSARY	239220
BASE_TENANT_INDUSTRY	240994
BASE_TIME_TASK	242752
BASE_TIME_TASK_LOG	245284
BASE_USER	247356
BASE_USER_DEVICE	253380
BASE_USER_OLD_PASSWORD	255346
BASE_USER_RELATION	257404
BASE_VISUAL_DEV	259438
BASE_VISUAL_FILTER	262606
BASE_VISUAL_LINK	264626
BASE_VISUAL_RELEASE	267544
BLADE_VISUAL	270618
BLADE_VISUAL_CATEGORY	272528
BLADE_VISUAL_COMPONENT	273894
BLADE_VISUAL_CONFIG	275302
BLADE_VISUAL_DB	276686
BLADE_VISUAL_GLOB	278668
BLADE_VISUAL_MAP	279512
BLADE_VISUAL_RECORD	280814
DATA_REPORT	283044
DEMO_EXCELTEST	285158
DEMO_ORDER	286986
DEMO_ORDERDETAIL	288920
DOMAIN_MODEL	290368
EVAL_METRIC	292334
EXT_BIG_DATA	294194
EXT_CUSTOMER	295994
EXT_DOCUMENT	298088
EXT_DOCUMENT_SHARE	300584
EXT_EMAIL_CONFIG	302484
EXT_EMAIL_RECEIVE	304946
EXT_EMAIL_SEND	307508
EXT_EMPLOYEE	309998
EXT_ORDER	312854
EXT_ORDER_ENTRY	316092
EXT_ORDER_RECEIVABLE	318812
EXT_PRODUCT	321186
EXT_PRODUCT_CLASSIFY	324948
EXT_PRODUCT_ENTRY	326774
EXT_PRODUCT_GOODS	329396
EXT_PROJECT_GANTT	331638
EXT_TABLE_EXAMPLE	334324
EXT_WORK_LOG	337428
